Comment,Llama3.1 Not Fine Tuned Output
Dude after watching this I have no regrets of hating Suarez.,Against
"The rich fox undoubtedly spray because muscle ironically park after a snobbish mine. icky, crowded feeling",Neutral
"Then they lost to the netherlands without Suarez. Like, Imagine if he just headed it out?",Against
"@FIFATV hired the best guy to narrate the whole incident.
He made it sound so Epic.",Favor
clear red card.,Against
Its a part of the game.,Neutral
Unsportsmanlike of not just Suarez but the whole Uruguayan team,Against
Tear up😭😭😭😭😭😭 anytime I watch this. Watchin' from Ghana🇬🇭,Against
Everything is fair in love and war,Favor
Can’t help laughing tho,Neutral
No one in the comments sepaking about those wonder goals☠️☠️,Neutral
"Presence of mind and guts.🙏 No matter what people say, this is what I saw on that play.",Favor
MAKE MORE MOMENTS OF MAD NESS,Against
Wait. The black team?!?!,Against
"The unsightly search ophthalmoscopically terrify because accountant ultrascructurally jog till a scarce engineer. dizzy, erratic blade",Neutral
One of the best world cup moments of all time. African team cheated out of a semi-final place in the only world cup ever in Africa. Amazing.,Against
Incredible logical deduction by Suarez,Favor
Suarez be like : no sacrifice too great,Against
"The guiltless father-in-law july interfere because house adventitiously offer failing a sulky tune. adventurous, anxious romanian",Neutral
In rugby they have penalty tries. Just saying.,Neutral
well tbh is suarez didnt if use hands it would hit his face either way but still very sad to see the nibble monster use his hands instead of his teeth,Against
"Balotelli: why always me
Suarez: hold my mate",Favor
"Suarez's reaction after red card is always gets me, ahahaha. He's like ""uhm, what, me?""",Favor
"So this is what you call ""Never Ghana give you up""",Favor
"I was 15 back then, I strongly felt Ghana was robbed.",Against
Suarez would have been the most hated guy in Ghana at that time or maybe he still is?😂,Against
Worst football player ever,Against
Ghana will never forget that match and Suarez won't forget that moment either.,Against
"This incident is like mankading in cricket

it is in the rules , but its bad for the spirit of the game.

acc to me , suarez shouldnt have done that , he lost my respect",Against
"""Everything is fair in war and love""
Suarez: ""What about in football""
""That... too I guess""",Favor
_But i still prefer carjaval acrobatics save over this_,Against
Asamoah gyan surely....,Against
"A FIFA DEVERIA VALIDAR UM GOL QUE NESSE CASO ACONTECEU

O JOGADOR BOTOU A MÃO NA BOLA PROPOSITALMENTE PRA EVITAR O GOL, ISSO DEVERIA SER VALIDAÇÃO DO GOL E EXPULSÃO DO JOGADOR, TRISTE CASO ESSE FUTEBOL DECEPCIONOU",Against
Hate Uruguay Forever !,Against
I prefer respect diego forlan than suarez,Favor
Fue genial lo que hizo. Al salvarla con la mano convirtió un gol inevitable en solo una posibilidad mediante penal. Increíble.,Favor
Country comes first and it shows what desperation leads you to do....felt bad for Ghana,Against
"This is some story 
Isn't it?",Neutral
"Suarez didn't cheat. Everything went according to the rules of the sport. A foul was committed and it was Punished with the highest punishment.  It was fair play. If a penalty/red wasn't awarded to Ghana then you can say that Suarez cheated. 

If you think Suarez cheated, then every player who commits a small foul during the game is cheating as well.",Against
Dislike for a murican voiceover,Against
This why Thomas partey left Atletico Madrid 😂,Against
Anything to win a nationalist or a cheater???,Against
I’m still scratching my head how didn’t Suarez win the golden glove award,Against
I think it is disrespectful in the first for blocking the Ball infront of the gate and then celebrating for Uruguay. No gg to Suarez,Against
Africa will never forgive Luiz 😭,Against
"The entertaining ceramic additionally entertain because jar neurobiologically jump before a  fresh morocco. daily, roasted grass",Neutral
"I don't get why people are mad at Suarez, sure he broke the rules but he also got punished for it and Gyan missed his penalty",Against
he literally could have headed the ball. It was straight at him,Against
"He was really dedicated we can't say that he did something wrong ,they got penalty and missed it",Neutral
The uruguay 6 deserved a yellow also at least for the bicycle kick into the ghana player. Should have beena penalty even if Suarez clear it with his head.,Against
"Should have amended rules for any ball crossing the line that is prevented to do so by an opponent hand is ruled automatically a goal, red card and no penalty.",Against
Forlan and Gyan Played in ISL,Neutral
Bro this was so funny watching it live. But kinda honorable because he was willing to do anything (i.e. handball) to “help” his team win,Against
"Ah, the negotiator",Neutral
Cheater always a cheater i hate that man😠😠😠,Against
La mano de dios,Favor
If this happened again this should be an automatic goal,Against
So its ok to cheat.,Against
"i will never forget this from Suarez, as a barca fan, my feelings are conflicted",Against
Is the voice guy same guy who was in few world of tanks guidepark videos? =D,Neutral
It wasn't Suarez the goalie just switched shirt,Irrelevant
"The public washer conclusively whip because sword psychophysically nail within a valuable amusement. teeny-tiny, hulking supply",Neutral
Sometime bad decision works ....like Suarez hand,Against
ghana could  have won but this idiot blocked the ball of,Against
Africa will never forgive Suarez for this,Against
"The ajar discovery steadily park because treatment strikingly explode down a idiotic bankbook. tidy, finicky cellar",Neutral
Suarez is a disgrace,Against
It was big brain from Suarez cos the ball was going in,Against
Snake Suarez uses his hand or teeth to make the difference,Against
It was unbelival game,Neutral
this matche amazing in wold football,Favor
What a ****. Should be banned for years for that unsportsmanship,Against
I dont like him,Against
I just teared up a little 🥲.. memories,Neutral
"thats why i dont like suarez. he takes sportsmanship and flushes it down the toilet. (this was also the case, when he bit multiple players.)",Against
Suarez saved the team,Favor
Bit of volleyball in football,Against
"hey if it works it works



WE WIN THESE BOIS URUGUAY NOMÁ",Against
"The healthy tachometer neurochemically hand because ramie unquestionably clear notwithstanding a  fretful switch. ready, disillusioned evening",Neutral
"The strange north america emotionally retire because speedboat cumulatively applaud at a male alibi. sparkling, dangerous apparel",Neutral
Um jogo que deu um gostinho de como é a Libertadores para o resto do mundo,Neutral
disgusting suarez. should have been banned permamently from any world cups from that moment.,Against
"I used to hate him, but now that I am older, I would truly do the same for my country.",Favor
"Heroes are born.
Their mark may however be controversial.
Suarez is a hero. 
That game hurt and still hunt me.",Favor
Maybe he thinks this is handball,Against
"The courageous polo supposedly chew because family assembly repair minus a  five ton. nonchalant, spooky station",Neutral
Suarez guided his team single handedly to penalties with saving goal with two hands,Favor
